Name,Salary,DOJ,Age,Gender,Dependents,HA,COLA,CPF,Gross Salary,Insurance,Marital Status,In Company Years,Year of Experience,Department,Position
YkqVxgHi,119796.03,11/7/2012,49,Male,3,9805.397,28273.028978102186,17768.28707737226,140106.1689007299,Medical,Married,11,28,Finance,Account Director
KCCnPbiM,78220.58,6/28/2019,32,Other,1,9259.942,18460.818150851577,11601.767778102188,94339.57237,None,Married,5,11,Sales,Senior Executive
oXEsFxOa,102217,11/21/2010,46,Male,4,14065.3,24124.20681265206,15160.944817518246,125245.5619951338,None,Married,13,25,Human Resources,Senior HR
PjxVXmQu,83664.9,9/5/2009,42,Female,4,8660.51,19745.730656934295,12409.275678832111,99661.86497810218,Life,Married,14,21,Finance,Regional Account Head
GeiRgcXO,65215.87,7/27/2016,29,Male,0,8239.413,15391.580024330897,9672.894002919707,79173.96902141118,Both,Single,7,8,Marketing,Marketing Associate
wZpKmTFV,120742.34,7/28/1997,50,Female,1,11750.766,28496.367347931864,17908.64488175182,143080.82846618004,Medical,Married,26,29,Sales,National Sales Manager
dAhTKMaa,45286.63,8/14/2019,30,Other,0,8056.337,10688.08542579075,6716.965851094889,57314.08657469586,Medical,Single,4,9,IT,Software Engineer II
IrOiVrjW,100211.5,7/17/2011,37,Male,3,13500.85,23650.889294403885,14863.486715328463,122499.75257907544,Life,Married,13,16,Human Resources,ERP Head
TxYJdDYT,33745.32,7/20/2022,23,Other,0,8682.468,7964.223941605837,5005.1452729927005,45386.86666861313,None,Single,1,2,IT,Software Engineer I
VIFVLARl,112968.72,7/5/2005,51,Other,2,12138.128,26661.717372262767,16755.652484671533,135012.91288759123,Both,Married,19,30,IT,Technical Lead
tMNfDSXW,34117.51,10/23/2023,22,Female,0,6882.249,8052.064403892942,5060.348928467152,43991.47448,Both,Single,0,1,Marketing,Marketing Development Representative
hLKROJFX,83191.92,3/16/2017,32,Female,1,5865.807999999999,19634.10277372262,12339.122732846714,96352.70804,Medical,Married,7,11,IT,QA Lead
iXmoqAxc,117806.34,9/13/2010,50,Male,4,9802.366,27803.442773722614,17473.173932846712,137938.9748408759,Medical,Married,13,29,IT,IT Manager
OkZadgjg,69579.18,11/1/2017,29,Male,0,9116.082,16421.36364963503,10320.065237956202,84796.56041,Both,Single,6,8,Sales,Sales Representative
SVenHzRT,90113.47,11/9/2020,36,Other,2,5906.653,21267.65593673965,13365.735112408758,103922.0438243309,Life,Married,3,15,IT,QA Lead
PzBYxfAy,111248.71,10/13/1996,51,Other,2,7178.128999999999,26255.778272506075,16500.53859270073,128182.07867980536,Both,Widowed,27,30,Human Resources,HR Director
THvHNpjn,122739.89,6/2/1996,52,Female,2,9228.011,28967.808588807777,18204.92383065693,142730.78575815086,None,Divorced,28,31,Finance,Account Director
YhimETlC,83610.69,3/18/2021,39,Male,2,9260.931,19732.93656934306,12401.235188321169,100203.32238102188,None,Divorced,3,18,Sales,Senior Executive
AIjxAUKU,113287.43,1/4/2023,48,Other,2,11934.257,26736.93603406325,16802.92392408759,135155.69910997566,Both,Married,1,27,Marketing,National Marketing Manager
KYgUaLwU,32597.42,3/19/2024,24,Other,0,6754.258,7693.308369829681,4834.887404379561,42210.098965450125,None,Single,0,3,Human Resources,HR Intern
ccPeINPB,88014.45,7/3/2021,33,Other,4,7798.555,20772.26678832116,13054.406014598537,103530.86577372265,Life,Married,3,12,Sales,Senior Executive
YqGLktyo,41783.16,2/23/2022,23,Male,0,7889.683999999999,9861.232408759122,6197.327089051096,53336.749319708026,Both,Single,2,2,Marketing,Marketing Intern
ngjwnSba,62189.98,6/28/2020,25,Female,0,8971.002,14677.440535279802,9224.090464233575,76614.33207104623,Both,Single,4,4,Marketing,Marketing Associate
zjEYowbh,148256.24,6/28/2019,59,Male,2,6418.376,34989.915523114345,21989.53866277372,167674.9928603406,Both,Married,5,38,Human Resources,HR Director
BArasGEF,53979.21,3/18/2022,28,Male,4,4712.079,12739.618905109486,8006.259468613139,63424.64843649635,Life,Married,2,7,Finance,Account Executive
vHwmnawf,110406.23,6/24/1997,55,Other,1,9554.377,26056.94479318734,16375.580975182478,129641.97081800486,Medical,Widowed,27,34,Marketing,Marketing Director
jNvYMsCv,61727.63,1/8/2017,28,Male,1,7303.237,14568.32143552311,9155.514172262772,74443.67426326033,Life,Married,7,7,IT,Software Engineer II
XQuYWTly,88019.75,9/10/2016,35,Female,3,8870.025,20773.51763990267,13055.19211678832,104608.10052311436,Life,Married,7,14,Finance,Regional Account Head
RxwCDLdb,116717.13,12/27/2022,54,Female,3,7748.286999999998,27546.37861313868,17311.62103357664,134700.17457956204,Both,Married,1,33,Marketing,National Marketing Manager
zdtBLLWt,136564.64,9/22/2015,54,Other,1,10782.535999999998,32230.58413625304,20255.426896350367,159322.33323990268,Life,Widowed,8,33,IT,IT Manager
cLvyILcw,36198.78,8/9/2020,24,Female,0,7339.121999999999,8543.26438,5369.045325547444,46712.12105,Life,Single,3,3,Marketing,Marketing Intern
BylMrwjw,132487.02,9/12/2016,53,Male,4,11638.298,31268.22613138685,19650.62953576642,155742.91459562042,Both,Married,7,32,Marketing,Marketing Director
NPeJSkbY,72908.51,2/7/2020,26,Other,2,8081.149,17207.117931873472,10813.875351824814,87382.90158004865,Life,Married,4,5,Finance,Account Associate
ymuehlPw,98993.64,11/28/2023,35,Other,3,6109.635999999999,23363.46248175182,14682.852297810216,113783.8861839416,Life,Divorced,0,14,Sales,Senior Executive
FimHdQVP,147360.22,5/23/1999,52,Male,3,6233.977999999999,34778.44608272505,21856.639929927005,166516.00415279804,Life,Divorced,25,31,Sales,National Sales Manager
xDmjjBGL,114239.02,3/26/2012,52,Female,1,12701.097999999998,26961.52054,16944.064864233576,136957.57367104624,Both,Married,12,31,IT,IT Manager
rFIhTGEW,76851.86,7/6/2008,41,Female,1,7622.813999999999,18137.786909975664,11398.75762919708,91213.70328,None,Married,16,20,Sales,Regional Sales Manager
jmAfwopE,44157.94,2/12/2024,23,Male,0,6532.205999999999,10421.703600973233,6549.557232116788,54562.29236885645,Medical,Single,0,2,Human Resources,HR Representative
gIfRQnpf,93749.86,3/11/2009,44,Female,4,7130.013999999999,22125.87936739659,13905.088724087587,109100.6646,None,Married,15,23,IT,Software Engineer III
tpxXHabO,86025.18,5/10/2012,37,Other,3,5982.482,20302.77970802919,12759.35516,99551.08654306568,Medical,Divorced,12,16,Sales,Senior Executive
JYtpJEyD,87222.32,11/28/2021,34,Male,1,7607.767999999998,20585.31639902676,12936.916367883212,102478.48803114356,Medical,Divorced,2,13,Human Resources,ERP Head
xIVlgIOE,101568.63,8/27/2021,34,Male,2,14325.137,23971.185182481742,15064.77782189781,124800.17436058396,None,Divorced,2,13,Finance,Regional Account Head
McRhosLl,69577.18,3/20/2023,28,Other,0,7183.282,16420.89163017031,10319.768595620437,82861.58503454988,Life,Single,1,7,Sales,Sales Executive
SnQmwFpd,105556.8,12/11/2012,34,Female,3,13651.32,24912.432116788317,15656.307854014598,128464.24426277372,None,Married,11,13,Human Resources,ERP Head
YPODdvHG,63834.8,1/9/2019,31,Female,4,7677.519999999999,15065.634063260335,9468.052088,77109.90197566911,None,Married,5,10,IT,QA Engineer II
eTaJtiJr,119696.69,12/16/2017,49,Other,3,11368.330999999998,28249.58377128953,17753.55285255474,141561.0519187348,Medical,Divorced,6,28,IT,Technical Lead
aLzWLrZN,121185.69,1/26/2007,47,Other,2,10154.431,28601.00226277372,17974.403071532844,141966.7201912409,Life,Widowed,17,26,Finance,Account Director
FonqPqax,85237.56,2/5/2011,36,Male,3,7273.244000000001,20116.89372262773,12642.534446715328,99985.16328,None,Married,13,15,Sales,Regional Sales Manager
mPvFRDWN,130958.08,4/21/2017,55,Other,2,6821.191999999999,30907.381411192207,19423.855369343062,149262.79804184914,None,Widowed,7,34,Human Resources,Recruitment Manager
gwfuMCqM,68173.86,5/13/2019,25,Other,0,10943.614,16089.69445255474,10111.62653430657,85095.54191824817,Both,Single,5,4,Marketing,Marketing Associate
FBdeNnVO,99682.49,4/22/2003,44,Female,1,4244.750999999998,23526.03778588807,14785.023334306568,112668.25545158151,Life,Married,21,23,Sales,Regional Sales Manager
XdCXvtlE,61557.59,5/4/2020,25,Female,0,10644.241,14528.190340632598,9130.293641,77599.72769975668,Both,Single,4,4,Human Resources,HR Associate
VbXAWsIu,146660.24,12/9/2017,53,Other,3,9402.976,34613.24399026763,21752.81807883211,168923.6419114355,Life,Divorced,6,32,Sales,National Sales Manager
ILWUuXEg,145693.89,2/24/2008,49,Female,1,8449.610999999997,34385.17598540145,21609.48791824817,166919.18906715332,None,Married,16,28,Human Resources,Recruitment Manager
SYkGVdGa,139297.1,9/2/1998,51,Male,2,10235.29,32875.47129,20660.708554744524,161747.1527347932,None,Widowed,25,30,Sales,Sales Director
WWkhVNfW,130189.27,1/10/2019,48,Female,4,10463.073,30725.93476885644,19309.824572262773,152068.45319659368,None,Married,5,27,Marketing,National Marketing Manager
jEfpZNMO,75569.87,3/1/2023,40,Other,2,6182.013,17835.224793187343,11208.61137518248,88378.49641800487,Medical,Married,1,19,IT,QA Lead
lelnjGIt,34654.96,6/4/2023,22,Other,0,9455.504,8178.907834549876,5140.064140145985,47149.30769440389,None,Single,1,1,Marketing,Marketing Intern
ShoGsmtC,135960.53,2/19/2018,51,Female,3,10973.947,32088.00829683697,20165.82459562044,158856.66070121655,Both,Married,6,30,Human Resources,Recruitment Manager
adxIbnjI,146556.49,10/10/2002,54,Male,4,4719.351000000001,34588.757980535265,21737.42975766423,164127.16922287102,Life,Married,21,33,Marketing,National Marketing Manager
KRGeGYzy,115167.88,9/20/2010,51,Male,1,12030.212,27180.74054,17081.834464233576,137296.99807104623,Life,Married,13,30,Sales,Sales Director
WnKLmJPO,57634.67,12/14/2019,25,Male,3,4704.532999999999,13602.343041362526,8548.441564963503,67393.10447639902,None,Married,4,4,Marketing,Marketing Representative
vAKvKwNL,31871.47,8/18/2023,21,Other,0,6874.852999999999,7521.977104622869,4727.213652554745,41541.08645206813,None,Single,0,0,Sales,Business Development Representative
jeBFrxWP,76749.01,10/13/2004,41,Male,2,5672.099,18113.51330900243,11383.502797080291,89151.11951192214,Medical,Married,19,20,Human Resources,Senior HR
GmeyzPNA,26647.09,4/15/2024,22,Male,0,6406.290999999999,6288.972579075424,3952.327509489051,35390.026069586376,None,Single,0,1,Marketing,Marketing Development Representative
iFTvoZgm,143306.57,3/6/2011,58,Other,2,10328.343,33821.74523114354,21255.397827737223,166201.2604034063,Medical,Widowed,13,37,Marketing,Marketing Director
RVhUzepk,87875.18,9/16/2013,36,Female,2,5373.482,20739.39771289537,13033.749325547444,100954.31038734793,Medical,Divorced,10,15,IT,Software Engineer III
jeiEPLeu,53084.3,7/21/2016,31,Male,1,5251.57,12528.411435523112,7873.525372262774,62990.756063260334,Both,Divorced,7,10,Finance,Account Associate
vzHYWePk,139485.41,1/3/1988,57,Male,3,4452.458999999999,32919.91428223843,20688.63891386861,156169.14436836983,Medical,Married,36,36,Human Resources,HR Director
zFUMMChd,81314.38,8/8/2018,40,Other,3,5741.561999999999,19190.985060827246,12060.643807299271,94186.28325,None,Married,5,19,Sales,Senior Executive
NGDozmpW,127123.28,6/11/2012,56,Female,3,6072.671999999999,30002.331289537706,18855.073354744523,144343.20993479318,None,Married,12,35,Finance,Account Director
ekUgYYxd,132852.31,4/10/1993,52,Male,3,5596.769,31354.438126520672,19704.80977518248,150098.70735133818,Life,Married,31,31,IT,IT Manager
MiRPIVjq,103901.98,8/13/2022,38,Male,3,10325.802,24521.878491484174,15410.863018978102,123338.79747250606,Life,Divorced,1,17,IT,Software Engineer III
wtjhNTCx,75358.79,8/12/2022,43,Male,1,7539.121,17785.40785888077,11177.303743065691,89506.01511581507,None,Divorced,1,22,IT,QA Lead
PdgHbYDp,147332.74,10/15/1991,59,Other,3,7018.726000000001,34771.960535279795,21852.56406423357,167270.86247104622,Both,Married,32,38,Human Resources,Recruitment Manager
CdKcgYgg,32293.05,2/5/2023,23,Female,0,8236.695,7621.4740875912385,4789.742890510948,43361.47619708029,Both,Single,1,2,Sales,Sales Development Representative
iRcxcdjr,79706.46,6/6/2019,46,Other,2,5367.353999999999,18811.50029,11822.155235036496,92063.15905693432,Both,Widowed,5,25,IT,Software Engineer III
ojSVUHdw,122362.96,9/24/1995,50,Male,1,8408.703999999998,28878.849440389287,18149.017132846715,141501.49630754258,None,Married,28,29,IT,Technical Lead
GBxopDbW,138084.81,9/21/2009,53,Male,1,8749.519,32589.35905109488,20480.900286131386,158942.7877649635,Life,Widowed,14,32,IT,Technical Lead
fNIbEqOd,26478.72,1/24/2023,21,Male,0,7132.128,6249.235620437955,3927.354674452554,35932.72895,Both,Single,1,0,Sales,Business Development Representative
sfgEizUn,53686.65,7/16/2019,26,Female,2,6807.334999999999,12670.571897810216,7962.866627737226,65201.69027,Medical,Married,5,5,IT,QA Engineer II
HWUNuQlx,99019.79,5/11/2023,46,Other,1,4102.021000000001,23369.634136253037,14686.730896350364,111804.71423990266,Both,Widowed,1,25,Human Resources,Senior HR
XRLlWivr,45647.41,5/19/2017,30,Female,0,8264.258999999998,10773.233017031627,6770.477162043795,57914.42485498783,Both,Single,7,9,Human Resources,HR Associate
LvcSqtmi,130488.56,7/10/2004,54,Other,3,5528.144,30796.57012165449,19354.215614598532,147459.05850705595,Medical,Married,20,33,IT,IT Manager
IQOvzlzc,75907.38,6/25/2023,34,Other,1,6184.261999999999,17914.88044,11258.671252554745,88747.85118540147,Both,Divorced,1,13,Marketing,Senior Marketing Executive
kkYwNBxM,52758.5,6/10/2016,29,Male,0,5508.15,12451.519464720192,7825.202335766423,62892.96712895377,Both,Single,8,8,Sales,Sales Executive
Lxopqulg,67695.39,7/9/2016,29,Other,3,8247.461,15976.770875912403,10040.659305109488,81878.96257080292,Life,Married,8,8,Human Resources,HR Associate
jxjYkKZB,38003.69,2/19/2024,23,Female,0,6917.630999999999,8969.240705596105,5636.751684671533,48253.810020924575,Medical,Single,0,2,Finance,Accounts Intern
ARcrbdXA,49758.69,6/24/2021,28,Male,0,5294.130999999999,11743.535109489048,7380.267013138686,59416.08909635036,Life,Single,3,7,Sales,Sales Executive
IWVZhOUN,34734.85,2/3/2022,22,Other,0,7657.514999999999,8197.762652068124,5151.913518248174,45438.21413381994,Medical,Single,2,1,Finance,Accounts Intern
XpBXMDDE,133625.63,5/14/2001,54,Other,4,10444.436999999998,31536.949172749384,19819.509500729928,155787.50667201946,Life,Married,23,33,Marketing,Marketing Director
YnVOWerf,143921,12/8/2000,54,Other,1,10405.9,33966.75669099756,21346.530802919708,166947.12588807783,None,Divorced,23,33,Finance,National Account Head
ULslMQjy,75972.91,10/17/2009,37,Male,4,10382.709,17930.346155717758,11268.390738686132,93017.57441703165,None,Married,14,16,Finance,Regional Account Head
RNFtOKjk,55031.05,9/26/2020,25,Other,0,6056.895,12987.86338199513,8162.269605839417,65913.53878,Medical,Single,3,4,Sales,Sales Executive
naetjZdu,147648.26,2/4/2001,49,Female,4,9082.174,34846.42632603405,21899.362359124087,169677.49796690998,Both,Married,23,28,Human Resources,HR Director
ggFLnpgV,142070.78,3/2/1997,59,Female,1,5056.921999999999,33530.08676399026,21072.10401167883,159585.6847523114,Medical,Married,27,38,Marketing,Marketing Director
aWmzsbUV,129792.7,9/28/2000,54,Other,1,11338.73,30632.340389294397,19251.004846715325,152512.76554257906,Life,Widowed,23,33,Human Resources,Recruitment Manager
PNkucOqq,141117.83,9/7/2001,50,Male,2,10732.217,33305.18129,20930.76135474452,164224.46693479316,Both,Divorced,22,29,Human Resources,HR Director
IAQMxkqR,96423.35,3/9/2002,43,Male,3,4370.664999999999,22756.849026763983,14301.623883211678,109249.2401435523,Medical,Married,22,22,Finance,Regional Account Head
rkRzYtlp,106560.11,1/23/2008,38,Other,4,13324.989,25149.22304136252,15805.119964963502,129229.20207639904,Life,Married,16,17,Human Resources,Senior HR
AhLkrabY,108664.34,3/2/2012,36,Female,1,12056.566,25645.84180048661,16117.221816058393,130249.5259844282,Medical,Married,12,15,Finance,Regional Account Head
HrtLFYEe,147983.98,2/22/2011,47,Other,3,5533.601999999999,34925.65951338199,21949.15674160584,166494.08477177614,Both,Married,13,26,Human Resources,Recruitment Manager
gGYaxBIT,127872.99,1/8/2005,51,Other,1,6180.700999999999,30179.270145985392,18966.27121751825,145266.68992846712,None,Divorced,19,30,Human Resources,Recruitment Manager
dylHSbmh,112203.82,5/14/2009,48,Female,2,12092.618,26481.19352798053,16642.201623357665,134135.42990462287,None,Married,15,27,Sales,Sales Director
ylOdpgCd,95722.72,10/13/2011,35,Male,2,5659.727999999999,22591.49352798053,14197.705623357662,109776.23590462288,Both,Married,12,14,Marketing,Senior Marketing Executive
PCmDRTRf,109795.2,11/2/2015,36,Male,2,11197.48,25912.73576642335,16284.952291970802,130620.46347445254,Life,Divorced,8,15,Sales,Regional Sales Manager
Pgyxvgju,95665.86,11/9/2020,37,Other,3,6253.413999999999,22578.074014598533,14189.272081751824,110308.07593284672,Both,Divorced,3,16,IT,Software Engineer III
MrnwnPeJ,74867.32,7/25/2020,26,Male,0,7637.267999999999,17669.416155717758,11104.408338686131,89069.59581703163,None,Single,3,5,Finance,Account Executive
xAUpWeXs,132332.28,7/27/2009,48,Male,1,6867.771999999999,31231.70598540145,19627.67831824817,150804.07966715327,Both,Divorced,14,27,Finance,National Account Head
iJroCupe,86437.49,12/27/2016,38,Male,3,7754.250999999998,20400.088880778585,12820.50946569343,101771.32041508517,Both,Married,7,17,Finance,Senior Account Executive
XjWukkHE,99745.68,6/8/2015,32,Other,4,4567.432000000001,23540.951240875904,14794.395748905106,113059.6674919708,Medical,Married,9,11,Finance,Regional Account Head
veKXrGWX,124718.72,3/14/2012,59,Female,1,10023.128,29434.83172749391,18498.426207299268,145678.25352019464,Both,Widowed,12,38,Marketing,Marketing Director
lzZvWcNT,108459.23,1/19/2020,38,Male,3,12572.077,25597.43384428223,16086.799661313866,130541.94118296837,Medical,Married,4,17,Finance,Regional Account Head
HkdcGMdM,79597.75,3/3/2023,33,Other,2,9207.225,18785.84367396593,11806.031240875913,95784.78743309002,Life,Married,1,12,Human Resources,ERP Head
tfbCrYtP,85367.84,10/23/2000,46,Female,2,8086.216,20147.641070559603,12661.857728467152,100939.83934209244,None,Widowed,23,25,Human Resources,ERP Head
NbXtjanl,45290.17,5/8/2023,29,Male,3,8084.983,10688.920900243304,6717.490908029196,57346.582992214106,Medical,Married,1,8,Sales,Sales Representative
ZZQfwXJS,54761.89,4/5/2019,30,Other,1,6551.811,12924.339002433086,8122.34748,66115.69252214112,Both,Married,5,9,IT,QA Engineer II
oYENQQTe,97874.42,11/26/2020,41,Female,3,6270.557999999999,23099.31566909975,14516.84828029197,112727.44538880776,Life,Divorced,3,20,Marketing,Senior Marketing Executive
NkXpGIzp,138264.71,8/8/2003,52,Female,2,7590.529,32631.817201946466,20507.583264233574,157979.47293771288,Life,Divorced,20,31,Human Resources,HR Director
OkbGtZRp,106033.62,8/22/2017,38,Male,4,13467.638,25024.966277372256,15727.030353284668,128799.1939240876,None,Married,6,17,Marketing,Regional Marketing Manager
cIJhAeJg,130268.38,2/17/2009,55,Female,3,10933.161999999998,30744.605498783447,19321.558259854013,152624.58923892945,Life,Married,15,34,Human Resources,HR Director
PHQARoYU,94498.63,2/11/2007,39,Other,2,5508.136999999999,22302.59637469586,14016.147164963502,108293.21620973236,None,Married,17,18,Marketing,Senior Marketing Executive
